,all,all2022,all_fixed2022,autumn,autumn2022,autumn_fixed2022,lat,lon,spring,spring2022,spring_fixed2022,summer,summer2022,summer_fixed2022,spring_res,autumn_res,summer_res,all_res
511,84.16115637,97.91,84.86966483,292.095172,211,294.0851095,56.3097229,22.33139038,122.3748771,127,121.032157,0.319170312,0.374,0.344103418,1.342720028,-1.989937472,-0.024933106,-0.708508467
125,32.80450411,29.6,33.51352753,264.7608492,267,266.6866855,44.79943,10.88365,94.60586186,59,92.4850694,0.361395387,0.2733,0.363926181,2.120792462,-1.925836332,-0.002530795,-0.70902342
123,32.25283834,31.18,32.96186176,259.271299,295,261.1829643,44.79361,10.33167,94.97486961,101,92.85407715,0.374448383,0.3599,0.377179236,2.120792462,-1.911665288,-0.002730853,-0.70902342
122,40.60589337,26.95,41.31791702,275.7961559,266,277.7070017,44.738333,11.299722,98.60586186,85,93.1479697,0.381395387,0.3303,0.377537984,5.457892162,-1.91084583,0.003857403,-0.712023644
500,40.60589337,21.51,41.31791702,283.5484274,270,285.4247123,54.88361,-1.406878,110.6675517,85,107.3087623,0.2358808,0.3638,0.271052631,3.358789398,-1.876284922,-0.035171831,-0.712023644
503,40.60589337,74.91,41.31791702,282.8191828,206,284.6954677,55.28,23.95778,122.183617,123,118.6042917,0.314741488,0.3498,0.349576699,3.579325324,-1.876284922,-0.034835212,-0.712023644
147,40.60589337,36.04,41.31791702,285.4649721,309,287.2719244,45.07954,5.728653,99.44488556,105,93.28394922,0.363783714,0.3766,0.364720766,6.160936331,-1.806952273,-0.000937052,-0.712023644
413,40.60589337,59.92,41.31791702,287.6561671,301,289.4631194,49.300731,8.700103,110.5423619,102,108.2205841,0.439208,0.3552,0.4412052,2.321777771,-1.806952273,-0.0019972,-0.712023644
477,37.87676706,60.05,38.58998814,287.6561671,295,289.4631194,53.028647,18.666103,117.9548875,112,113.4725549,0.316815572,0.3671,0.366478766,4.482332618,-1.806952273,-0.049663194,-0.713221078
476,38.78262255,66.54,39.49584362,287.6561671,310,289.4631194,53.02821,-2.175133,118.2730429,123,117.9147574,0.291099053,0.2816,0.295627528,0.358285498,-1.806952273,-0.004528474,-0.713221078
323,38.78262255,61.91,39.49584362,288.9506687,323,290.7551392,48.001511,7.832122,108.4414103,102,104.6681867,0.438779419,0.4238,0.440776619,3.773223577,-1.804470469,-0.0019972,-0.713221078
483,41.04218989,19.57,41.7858025,289.0098156,302,290.811575,53.48152,-2.237881,118.2730429,86,117.9147574,0.228720606,0.1352,0.263892437,0.358285498,-1.80175936,-0.035171831,-0.743612612
488,40.4170918,33.91,41.16070441,269.155167,327,270.9510627,53.80378,-1.546472,111.6213882,80,110.4029196,0.228720606,0.3152,0.272939665,1.218468633,-1.795895731,-0.044219059,-0.743612612
485,40.57297352,41.22,41.31658614,277.4190724,286,279.2128749,53.56292,-1.510436,111.0281418,100,109.9396138,0.228720606,0.513,0.275908073,1.088528014,-1.793802502,-0.047187467,-0.743612612
480,40.57297352,26.13,41.31658614,277.4190724,283,279.2128749,53.353889,-6.278056,121.3465487,54,119.9867745,0.258813023,0.2848,0.297652381,1.359774231,-1.793802502,-0.038839359,-0.743612612
106,40.30521588,45.99,41.04882849,277.4190724,313,279.2128749,43.949673,4.804341,103.8682681,104,94.0736267,0.401699927,0.1715,0.392319528,9.794641359,-1.793802502,0.009380399,-0.743612612
496,40.30521588,32.6,41.04882849,277.2942117,312,279.0880142,54.546167,17.746194,119.3243325,134,119.1358414,0.297061552,0.3111,0.316862286,0.188491029,-1.793802502,-0.019800734,-0.743612612
490,37.21242247,71.99,37.95844901,284.3317954,190,286.125598,54.031247,19.032899,119.3569526,133,119.1851181,0.291717899,0.291,0.33054626,0.171834485,-1.793802502,-0.038828361,-0.746026537
495,37.21242247,53.77,37.95844901,278.066089,291,279.8598915,54.380279,18.620274,119.3569526,144,119.1851181,0.291717899,0.3126,0.33054626,0.171834485,-1.793802502,-0.038828361,-0.746026537
478,37.21242247,57.08,37.95844901,286.3659404,286,288.1597429,53.134088,17.995712,117.9523849,131,116.1733491,0.302920317,0.1937,0.352583511,1.779035765,-1.793802502,-0.049663194,-0.746026537
240,37.54188506,82.35,38.2879116,286.3659404,216,288.1597429,46.49917,11.34197,103.903263,99,98.54588037,0.47910827,0.2145,0.488376134,5.357382643,-1.793802502,-0.009267864,-0.746026537
239,81.4065769,73.98,82.16850067,275.7327641,270,277.5167186,46.470278,10.3725,103.903263,137,98.55011432,0.488369243,0.4123,0.497637107,5.35314869,-1.783954498,-0.009267864,-0.761923769
230,81.4065769,64.75,82.16850067,279.8803525,287,281.6640754,46.17,1.87,108.0826274,89,99.094094,0.381838921,0.3735,0.390629242,8.988533445,-1.783722924,-0.008790322,-0.761923769
258,38.17788763,60.35,38.94193079,281.1646674,278,282.9483904,46.821056,4.835083,108.6047278,64,102.7852973,0.46047242,0.412,0.471705519,5.819430496,-1.783722924,-0.011233099,-0.764043159
273,37.78262255,70.73,38.54666571,280.6522298,270,282.4359527,47.09672,5.496389,108.6047278,101,101.3077058,0.462793971,0.3648,0.474027071,7.297021998,-1.783722924,-0.011233099,-0.764043159
237,37.78262255,64.82,38.54666571,252.6402471,271,254.4021642,46.316174,4.839994,107.834416,108,102.2440671,0.435545761,0.3639,0.44528537,5.590348967,-1.761917057,-0.00973961,-0.764043159
234,37.78262255,61.5,38.54666571,268.3820115,299,270.1335059,46.211666,5.226389,107.834416,93,101.7267138,0.435545761,0.2745,0.44528537,6.107702251,-1.751494447,-0.00973961,-0.764043159
251,37.78262255,62.12,38.54666571,287.6561671,257,289.4062075,46.671307,5.556806,107.834416,94,101.3516213,0.47047242,0.302,0.48021203,6.482794738,-1.7500404,-0.00973961,-0.764043159
356,37.78262255,65.5,38.54666571,268.3820115,270,270.128938,48.396836,9.979031,108.7044732,109,107.0054251,0.392896843,0.2008,0.452892973,1.699048098,-1.746926558,-0.059996129,-0.764043159
382,37.78262255,68.23,38.54666571,289.1887623,305,290.9241906,48.847917,10.096292,108.7044732,117,106.4202793,0.452896843,0.3257,0.461399483,2.284193828,-1.735428318,-0.008502639,-0.764043159
228,37.78262255,58.54,38.54666571,289.1887623,285,290.9241906,46.16861,9.88028,107.4861583,101,98.12890789,0.367789454,0.191,0.375310798,9.357250426,-1.735428318,-0.007521344,-0.764043159
255,31.88879051,24.29,32.65485545,288.5841582,278,290.3044712,46.79735,11.94403,103.903263,125,98.288815,0.465574859,0.2636,0.475138796,5.614448017,-1.720312984,-0.009563937,-0.766064938
213,39.2263949,53.81,39.99493868,287.5975472,287,289.3102756,45.916943,6.135556,103.7325172,96,98.3293942,0.390760575,0.3562,0.396594226,5.403123021,-1.712728352,-0.005833651,-0.768543775
282,70.28194244,53.45,71.06311981,274.2879328,271,275.9931925,47.2699028,11.3746611,110.1885711,114,100.7508426,0.480050425,0.579,0.490398907,9.437728418,-1.705259729,-0.010348482,-0.78117737
270,40.19733597,28.33,40.99234671,274.2879328,185,275.9931925,47.08278,2.405333,108.4414103,103,102.3255445,0.45886946,0.358,0.470536063,6.115865779,-1.705259729,-0.011666603,-0.795010746
487,81.4065769,93.38,82.20800619,278.8793621,256,280.5846218,53.789233,20.486075,119.3569526,125,117.8019982,0.300521918,0.2577,0.355156162,1.554954364,-1.705259729,-0.054634244,-0.801429294
333,38.53478967,76.17,39.34502803,278.8793621,269,280.5846218,48.12027778,14.878333,110.0593073,82,102.8708589,0.450337988,0.2446,0.460722772,7.188448443,-1.705259729,-0.010384783,-0.810238363
269,33.14362749,24.74,33.96019622,278.8793621,281,280.5846218,47.07583333,15.4375,107.0331048,119,99.83536374,0.483237933,0.2561,0.486009786,7.197741016,-1.705259729,-0.002771853,-0.816568726
325,32.75473186,21.21,33.57484252,276.0515548,282,277.7568145,48.04944444,14.44277778,109.174653,115,101.5839037,0.469853282,0.4468,0.475125576,7.590749383,-1.705259729,-0.005272294,-0.820110656
248,32.32770124,20.9,33.1478119,283.9325566,200,285.6354185,46.62936,14.28931,108.1886137,109,100.0508714,0.477400381,0.4471,0.479552639,8.137742384,-1.702861819,-0.002152258,-0.820110656
272,33.60227067,15.76,34.42324614,282.9977236,267,284.7005854,47.09436111,15.41511111,107.0331048,98,99.83536374,0.483237933,0.4096,0.486009786,7.197741016,-1.702861819,-0.002771853,-0.820975465
257,38.58811123,32.06,39.42043054,282.9977236,231,284.7005854,46.81388889,15.21277778,107.0331048,101,100.3484831,0.480916381,0.3627,0.484024979,6.684621685,-1.702861819,-0.003108597,-0.832319311
263,41.50676925,59.84,42.34577405,282.9980281,302,284.6954677,47.04172,15.43308,107.0331048,105,100.3484831,0.480916381,0.2432,0.484040588,6.684621685,-1.697439669,-0.003124207,-0.839004797
218,39.85644447,43.49,40.70747016,287.5975472,282,289.2784212,46.04111,4.074656,109.1167854,105,99.64185213,0.316835619,0.2127,0.361687655,9.474933301,-1.680874,-0.044852037,-0.85102569
404,39.85644447,32.3,40.70747016,281.26577,274,282.946644,49.165508,9.224786,110.5423619,114,107.7151653,0.429208,0.3083,0.43771064,2.82719658,-1.680874,-0.008502639,-0.85102569
162,39.85644447,30.59,40.70747016,287.6561671,328,289.3370411,45.2797,5.8822,100.5864338,92,94.95896853,0.380760575,0.4035,0.388087716,5.627465316,-1.680874,-0.007327141,-0.85102569
456,33.67526277,17.89,34.52839751,290.539921,283,292.2050856,51.204503,16.180513,115.3803688,110,110.0133852,0.396301178,0.2422,0.451060485,5.366983513,-1.665164659,-0.054759307,-0.853134735
455,42.28787563,106.45,43.14487641,287.476705,291,289.131228,51.129378,17.02925,116.6177094,112,111.2507259,0.396301178,0.2611,0.454675598,5.366983513,-1.65452298,-0.05837442,-0.85700078
278,41.76956471,80.23,42.62656549,276.269591,257,277.9148885,47.156483,9.822944,110.5638613,107,100.6087796,0.400299967,0.3036,0.460296096,9.955081702,-1.645297491,-0.059996129,-0.85700078
308,42.30521588,39.03,43.1654277,288.5426945,267,290.1573837,47.660056,9.485675,110.5638613,123,102.7019629,0.428779419,0.2624,0.437282059,7.861898386,-1.614689237,-0.008502639,-0.860211818
286,42.30521588,32.36,43.1654277,257.8763706,207,259.4737964,47.30737,5.065881,109.6053922,74,102.361378,0.374354242,0.3602,0.430916158,7.24401426,-1.597425774,-0.056561916,-0.860211818
288,42.10617666,34.12,42.96638848,284.9412242,290,286.5242946,47.3456,5.002377,109.6053922,105,103.1798392,0.434354242,0.4101,0.439422669,6.425553047,-1.58307041,-0.005068427,-0.860211818
389,42.14567676,23.75,43.00651986,284.5334657,309,286.1165361,48.962223,4.36,110.6505908,108,108.6128508,0.370995037,0.2738,0.419294162,2.037739969,-1.58307041,-0.048299125,-0.860843096
351,28.33090055,21.54,29.20079282,281.0332372,285,282.6052778,48.299168,4.117222,110.6505908,94,107.2228141,0.368333298,0.4733,0.419269738,3.427776645,-1.572040561,-0.05093644,-0.869892268
431,38.78401591,20.2,39.65494368,279.0548294,291,280.62687,49.745277,4.719167,115.9742053,100,109.4638371,0.370995037,0.3889,0.427556954,6.510368192,-1.572040561,-0.056561916,-0.870927762
367,38.78401591,26.52,39.65494368,284.6519396,255,286.2239802,48.645836,4.966111,110.5423619,162,108.2163502,0.370995037,0.3272,0.427556954,2.326011724,-1.572040561,-0.056561916,-0.870927762
330,39.581073,27.32,40.46683965,276.0515548,285,277.6235954,48.089886,9.800325,108.4414103,123,103.5762564,0.419208,0.3169,0.42920413,4.865153903,-1.572040561,-0.009996129,-0.885766647
489,39.581073,17.42,40.46683965,289.1306578,289,290.7026984,53.80489,-3.007175,118.6784942,114,116.5614945,0.23612516,0.4686,0.280344219,2.116999651,-1.572040561,-0.044219059,-0.885766647
484,42.39904853,28.57,43.28665539,287.3670358,274,288.9390763,53.54914,-2.638139,118.2730429,107,115.3862537,0.228720606,0.2859,0.275908073,2.886789192,-1.572040561,-0.047187467,-0.887606869
479,43.42613201,40.71,44.31373888,287.3670358,257,288.9390763,53.34633,-2.844333,118.2730429,100,117.9147574,0.291099053,0.2981,0.295627528,0.358285498,-1.572040561,-0.004528474,-0.887606869
481,40.74441296,31.23,41.63530312,281.4681922,247,283.0402328,53.37287,-3.022722,118.6784942,116,118.3202087,0.298503607,0.4089,0.30600049,0.358285498,-1.572040561,-0.007496883,-0.890890158
157,40.78401591,24.54,41.67490607,281.6029165,282,283.1749571,45.18972,0.727222,93.25080203,103,91.72627387,0.342106043,0.4496,0.354251725,1.524528159,-1.572040561,-0.012145682,-0.890890158
232,37.17788763,70.18,38.06913972,276.0515548,329,277.6235954,46.1956,6.21125,109.4182593,102,100.2358984,0.435545761,0.3914,0.44528537,9.182360867,-1.572040561,-0.00973961,-0.891252093
233,37.17788763,64.32,38.06913972,276.0515548,198,277.6235954,46.19583,6.240556,109.4182593,97,100.2316644,0.435545761,0.199,0.44528537,9.18659482,-1.572040561,-0.00973961,-0.891252093
493,36.78262255,58.68,37.67387464,282.2400695,283,283.8121101,54.167847,19.410942,119.3569526,122,118.9044973,0.305613155,0.3658,0.355276348,0.452455349,-1.572040561,-0.049663194,-0.891252093
461,36.78262255,78.16,37.67387464,266.4747473,282,268.0007181,51.462839,-2.584482,118.4046894,116,116.0501106,0.26789677,0.2511,0.312455718,2.35457884,-1.52597086,-0.044558948,-0.891252093
262,36.78262255,26.8,37.67387464,274.5229011,277,276.0488095,46.996826,3.171092,108.4414103,103,103.4280435,0.46047242,0.4013,0.472057873,5.013366764,-1.525908436,-0.011585453,-0.891252093
411,36.78262255,60.86,37.67387464,284.8151944,273,286.3394486,49.259552,2.474397,113.0760906,105,110.253597,0.359200667,0.2925,0.407499792,2.822493662,-1.524254179,-0.048299125,-0.891252093
372,38.27919397,20.97,39.17172451,284.6519396,276,286.1682118,48.7067,2.4572,110.3700629,81,108.3323229,0.374400472,0.3677,0.425336913,2.037739969,-1.5162722,-0.05093644,-0.892530534
380,82.78384204,74.42,83.69440297,287.1326959,290,288.647207,48.82861,2.360278,110.3700629,103,108.3323229,0.342107738,0.1993,0.393044178,2.037739969,-1.514511172,-0.05093644,-0.910560924
384,82.4065769,31.19,83.31916535,287.5975472,304,289.0496434,48.88139,2.278056,110.3700629,97,108.2792345,0.342107738,0.1767,0.393044178,2.090828386,-1.452096118,-0.05093644,-0.912588456
395,34.83122573,25.08,35.75007436,279.7845828,290,281.2263545,49.04639,2.043056,113.0760906,107,110.253597,0.359200667,0.382,0.410137108,2.822493662,-1.441771759,-0.05093644,-0.918848628
280,34.83122573,32.07,35.75007436,287.1326959,287,288.5744676,47.2225,-1.5375,105.0983891,94,98.01964215,0.393713716,0.3081,0.444650156,7.078746924,-1.441771759,-0.05093644,-0.918848628
392,35.08823666,29,36.00708529,284.5334657,274,285.9635637,49.02134,1.148319,114.3580703,101,107.7239327,0.359200667,0.3618,0.415762584,6.63413758,-1.430098034,-0.056561916,-0.918848628
416,35.08823666,23.54,36.00708529,281.26577,258,282.6729282,49.4005,1.099042,109.3580703,54,107.7239327,0.359200667,0.4362,0.415762584,1.63413758,-1.407158238,-0.056561916,-0.918848628
370,38.21199321,45.3,39.14191792,260.3421734,255,261.7422962,48.679443,2.165556,110.3700629,88,108.3323229,0.374400472,0.3485,0.430962389,2.037739969,-1.400122865,-0.056561916,-0.929924701
358,38.21199321,37.52,39.14191792,284.4816863,185,285.8778127,48.444416,1.510139,107.8008592,101,105.2978164,0.36274415,0.3898,0.419306066,2.503042836,-1.39612639,-0.056561916,-0.929924701
374,38.13697562,67.77,39.07126815,271.8775743,201,273.2725148,48.729694,1.358472,107.8008592,107,105.2978164,0.374400472,0.5552,0.430962389,2.503042836,-1.394940528,-0.056561916,-0.934292529
303,78.88801121,53.43,79.82400548,271.8775743,183,273.2725148,47.594257,1.302667,107.7100953,87,102.5880333,0.363980205,0.4129,0.420542121,5.122062036,-1.394940528,-0.056561916,-0.935994277
287,38.43067336,66.77,39.38918232,287.5975472,291,288.9865219,47.34414,0.653778,107.7100953,107,101.1032772,0.36776799,0.3116,0.424329907,6.606818113,-1.388974642,-0.056561916,-0.95850896
417,38.43067336,56.89,39.38918232,287.5975472,281,288.9865219,49.40619,1.15515,109.3580703,68,106.6214337,0.419200667,0.4024,0.424269094,2.736636595,-1.388974642,-0.005068427,-0.95850896
226,38.42782401,34.87,39.39724573,287.5975472,188,288.9865219,46.141389,12.216944,106.7617147,110,98.06661991,0.401933882,0.3467,0.393160305,8.695094822,-1.388974642,0.008773576,-0.969421726
465,70.02547419,46.81,71.00833271,287.5975472,293,288.9865219,51.75805,19.529786,110.6987999,110,108.6839372,0.402931952,0.3265,0.45684098,2.014862668,-1.388974642,-0.053909029,-0.982858523
328,70.02547419,61.35,71.00833271,284.9360366,284,286.3250112,48.0857,16.4311,109.5589213,104,102.9570153,0.450337988,0.35,0.460722772,6.601905953,-1.388974642,-0.010384783,-0.982858523
329,70.02547419,52.25,71.00833271,288.5478406,291,289.9154346,48.0861111,16.3022222,109.5589213,107,102.7530456,0.450337988,0.3197,0.460722772,6.80587561,-1.367594053,-0.010384783,-0.982858523
334,70.02547419,53.35,71.00833271,282.3407282,267,283.665404,48.124711,17.125496,109.5589213,104,102.5353307,0.450337988,0.3054,0.460722772,7.023590568,-1.324675818,-0.010384783,-0.982858523
335,34.71668863,46.47,35.70851087,273.7650946,275,275.0897704,48.145,16.47444444,109.5589213,108,102.443896,0.460337988,0.1865,0.469229282,7.115025285,-1.324675818,-0.008891294,-0.991822245
390,81.4065769,73.65,82.40163745,287.476705,278,288.7969679,48.98438644,14.46568394,110.3223702,122,105.2017625,0.397359278,0.3794,0.45198256,5.120607699,-1.32026291,-0.054623282,-0.995060554
340,37.72030504,37.17,38.74326314,286.3952549,287,287.7155178,48.19223,14.51954,110.0593073,95,103.9866034,0.397359278,0.4022,0.45198256,6.072703878,-1.32026291,-0.054623282,-1.022958097
357,35.65879639,30.42,36.68607127,285.4436721,286,286.7576091,48.40861,15.619166,110.3223702,105,104.6886431,0.400337988,0.3539,0.455097296,5.633727031,-1.31393701,-0.054759307,-1.027274885
432,39.68879373,60.3,40.71975109,287.7251094,275,289.0318522,49.76861572,13.42338085,110.2115195,130,106.7985636,0.400940989,0.5192,0.459490261,3.412955966,-1.306742787,-0.058549272,-1.030957365
344,33.60227067,19.85,34.64216107,286.9496358,289,288.256128,48.21275,15.205,110.0593073,112,103.9866034,0.450337988,0.3554,0.460722772,6.072703878,-1.306492222,-0.010384783,-1.039890392
433,33.60227067,40.89,34.64216107,287.3039947,311,288.6104869,49.77012634,13.36822128,109.8684551,82,105.3530001,0.460940989,0.3156,0.465115737,4.515454981,-1.306492222,-0.004174748,-1.039890392
348,33.60227067,21.83,34.64216107,281.1449278,283,282.4218172,48.257474,13.03923,108.4414103,102,103.0572826,0.460512408,0.3721,0.464687156,5.384127739,-1.276889436,-0.004174748,-1.039890392
391,69.4969595,58.78,70.54770711,274.6463521,272,275.9132174,49.01608658,14.00044441,109.3639011,112,106.1893048,0.400358719,0.3184,0.453295799,3.174596254,-1.266865347,-0.05293708,-1.050747605
345,38.47976666,72.03,39.55237764,285.2964797,274,286.5598768,48.22535,14.23755,108.1001738,103,104.4026256,0.391870255,0.3176,0.445657614,3.697548201,-1.263397141,-0.053787358,-1.072610982
418,41.07563015,33.36,42.14874744,288.0593167,318,289.3227138,49.41123199,14.67638874,108.1999191,117,106.2605309,0.40076657,0.3032,0.454675598,1.93938829,-1.263397141,-0.053909029,-1.073117291
337,41.07563015,39.09,42.14874744,286.2956946,261,287.5590918,48.1649,14.0366,108.1001738,102,104.4026256,0.394517584,0.2539,0.453930418,3.697548201,-1.263397141,-0.059412834,-1.073117291
449,79.21595416,56.29,80.3017428,286.2956946,221,287.5590918,50.433493,16.65366,109.3996922,124,106.8595273,0.40076657,0.4363,0.454675598,2.540164995,-1.263397141,-0.053909029,-1.085788643
443,26.68246306,19.89,27.77843141,286.2956946,335,287.5590918,50.02403641,15.76354885,109.3996922,104,106.8595273,0.45076657,0.3612,0.461151353,2.540164995,-1.263397141,-0.010384783,-1.095968353
215,26.68246306,4.59,27.77843141,286.2956946,313,287.5590918,45.9303,8.5655,108.5167897,112,98.6900182,0.364448941,0.2343,0.371970285,9.826771503,-1.263397141,-0.007521344,-1.095968353
271,38.53839409,32.4,39.64209377,287.9384745,299,289.2018716,47.091111,17.901122,107.392343,109,101.5147604,0.484322626,0.3574,0.485571868,5.877582649,-1.263397141,-0.001249242,-1.103699679
264,38.47896722,20.33,39.5826669,286.0181982,275,287.2773185,47.04735,16.07905,107.0331048,113,99.83536374,0.483237933,0.3469,0.484839528,7.197741016,-1.259120223,-0.001601596,-1.103699679
320,36.78262255,65.15,37.90499303,286.0181982,278,287.2773185,47.8401138,16.52617,109.174653,113,101.5308079,0.472831993,0.3016,0.477887959,7.643845101,-1.259120223,-0.005055966,-1.122370484
322,36.78262255,76.95,37.90499303,286.0181982,292,287.2773185,47.95925,16.2057,109.174653,110,101.3268383,0.472831993,0.412,0.477887959,7.847814758,-1.259120223,-0.005055966,-1.122370484
317,36.78262255,58.56,37.90499303,266.6740866,279,267.9285997,47.81565,13.03488,110.0634753,106,100.3432718,0.480652758,0.3,0.484789513,9.720203495,-1.254513122,-0.004136755,-1.122370484
311,36.78262255,64.59,37.90499303,280.7087907,270,281.9633038,47.71611111,13.63222222,109.5589213,116,101.9681719,0.471963321,0.4683,0.476730947,7.590749383,-1.254513122,-0.004767627,-1.122370484
166,36.78262255,60.74,37.90499303,280.7087907,277,281.9633038,45.360176,5.589419,94.58643384,101,93.38822944,0.380760575,0.3363,0.388087716,1.198204401,-1.254513122,-0.007327141,-1.122370484
168,36.78262255,64.68,37.90499303,280.7087907,287,281.9633038,45.36782,4.805147,96.58643384,93,94.42622223,0.390760575,0.2523,0.396594226,2.160211613,-1.254513122,-0.005833651,-1.122370484
170,36.78262255,69.46,37.90499303,269.139208,294,270.3907531,45.42009,4.395422,96.58643384,101,94.42147007,0.390760575,0.1909,0.396594226,2.16496377,-1.251545101,-0.005833651,-1.122370484
187,36.78262255,70.82,37.90499303,272.9284532,294,274.1799983,45.60822,5.270872,96.58643384,104,94.3424101,0.390760575,0.5341,0.396594226,2.244023742,-1.251545101,-0.005833651,-1.122370484
175,36.78262255,73.69,37.90499303,268.7702038,279,270.0217489,45.475327,4.515003,94.58643384,103,93.76332193,0.390760575,0.2825,0.396594226,0.823111914,-1.251545101,-0.005833651,-1.122370484
202,36.78262255,71.05,37.90499303,280.981673,280,282.2303684,45.823223,4.953958,96.58643384,95,94.27408159,0.390760575,0.2546,0.396594226,2.312352252,-1.248695393,-0.005833651,-1.122370484
361,36.78262255,83.81,37.90499303,272.9284532,283,274.1754304,48.507703,9.051178,109.8684551,115,107.3189616,0.369208,0.5133,0.422728375,2.549493514,-1.246977211,-0.053520374,-1.122370484
359,36.78262255,59.19,37.90499303,273.9407155,280,275.1781496,48.488887,9.20732,109.8684551,110,107.0412585,0.369208,0.3313,0.42920413,2.82719658,-1.237434086,-0.059996129,-1.122370484
369,36.78262255,48.61,37.90499303,281.4681922,280,282.6996468,48.678069,9.227769,109.8684551,121,105.9429934,0.429208,0.4336,0.43771064,3.925461642,-1.231454591,-0.008502639,-1.122370484
387,36.78262255,53.44,37.90499303,290.539921,271,291.7713756,48.899233,9.172792,109.8684551,106,105.9429934,0.429208,0.3405,0.43771064,3.925461642,-1.231454591,-0.008502639,-1.122370484
378,88.26840903,79.59,89.40191382,281.4681922,314,282.6996468,48.8088,9.229745,109.8684551,115,105.9387595,0.429208,0.4363,0.43771064,3.929695595,-1.231454591,-0.008502639,-1.133504785
241,41.14567676,38.75,42.28634718,290.489713,277,291.7211676,46.522,6.63963,109.4182593,75,100.5199362,0.47047242,0.2754,0.475139732,8.898323065,-1.231454591,-0.004667312,-1.140670416
425,38.74441296,21.67,39.88614584,279.3143171,282,280.5457717,49.59769,6.13759,115.3700629,114,108.8066063,0.318549726,0.1625,0.344871164,6.56345661,-1.231454591,-0.026321438,-1.141732878
283,39.60589337,67.87,40.74934841,279.3143171,258,280.5457717,47.27129,11.4169445,110.1885711,103,101.3359884,0.430050425,0.2874,0.441668318,8.852582687,-1.231454591,-0.011617893,-1.143455036
302,39.60589337,26.92,40.74934841,290.489713,275,291.7211676,47.5659,7.58208,108.4414103,92,104.9522245,0.375478611,0.2327,0.43547474,3.489185776,-1.231454591,-0.059996129,-1.143455036
312,39.60589337,74.84,40.74934841,286.5593827,280,287.7908373,47.723106,7.341603,108.4414103,112,105.1813061,0.428779419,0.3576,0.437282059,3.260104246,-1.231454591,-0.008502639,-1.143455036
400,39.60589337,56.48,40.74934841,277.8328436,306,279.0642982,49.119442,6.180833,110.3700629,123,108.3323229,0.362298113,0.2012,0.413234553,2.037739969,-1.231454591,-0.05093644,-1.143455036
423,84.71193559,57.42,85.86614571,280.0861944,291,281.317649,49.50504,5.97694,115.3700629,103,108.8596947,0.368549726,0.3665,0.425111643,6.510368192,-1.231454591,-0.056561916,-1.154210113
415,79.52555134,54.92,80.68629881,286.9767827,288,288.2082373,49.358337,6.156942,110.3700629,116,108.3323229,0.368549726,0.2748,0.425111643,2.037739969,-1.231454591,-0.056561916,-1.160747469
371,30.86181426,14.57,32.02868265,280.0861944,286,281.317649,48.68817,6.190431,109.8684551,121,107.8307151,0.362298113,0.2209,0.418860029,2.037739969,-1.231454591,-0.056561916,-1.166868394
292,66.81790496,55.47,67.99750539,286.0612028,272,287.2926574,47.3709,8.52354,108.6047278,104,102.7336483,0.374354242,0.2633,0.434350371,5.87107954,-1.231454591,-0.059996129,-1.179600426
324,39.25905593,24.04,40.43971252,268.0708148,282,269.2818776,48.048656,8.463597,108.6047278,117,104.0254405,0.428779419,0.368,0.437282059,4.57928731,-1.211062788,-0.008502639,-1.180656593
343,39.25905593,28.91,40.43971252,261.0392876,272,262.2503504,48.2116,15.6325,109.5589213,108,103.5455064,0.400337988,0.2609,0.455097296,6.013414828,-1.211062788,-0.054759307,-1.180656593
352,39.25905593,28.35,40.43971252,279.5128831,295,280.7212346,48.329445,16.0625,109.8219841,110,104.4731278,0.450337988,0.2941,0.460722772,5.348856311,-1.208351505,-0.010384783,-1.180656593
336,39.25905593,21.38,40.43971252,268.9251544,280,270.128938,48.16206944,16.52561389,109.5589213,110,103.7494761,0.450337988,0.3258,0.460722772,5.809445171,-1.203783615,-0.010384783,-1.180656593
347,39.86950278,23.65,41.05015938,277.3430837,267,278.5374907,48.248993,16.357079,109.5589213,112,103.0323871,0.450337988,0.4069,0.460722772,6.52653416,-1.194407017,-0.010384783,-1.180656593
353,39.86950278,33.4,41.05015938,279.2001368,296,280.3945438,48.33472,16.729445,109.8219841,106,104.1639781,0.460337988,0.4398,0.469229282,5.658005986,-1.194407017,-0.008891294,-1.180656593
424,39.86950278,36.8,41.05015938,279.76835,256,280.962757,49.544078,8.465281,115.5423619,126,109.0319937,0.429208,0.3535,0.43771064,6.510368192,-1.194407017,-0.008502639,-1.180656593
398,40.13726042,29.27,41.31791702,286.2956946,295,287.4831113,49.07655,8.40666,110.5423619,116,108.2163502,0.429208,0.4373,0.43771064,2.326011724,-1.187416716,-0.008502639,-1.180656593
394,40.09951681,42.02,41.2801734,286.2956946,279,287.4831113,49.028594,8.355628,110.5423619,118,108.7337035,0.439208,0.3056,0.4412052,1.808658439,-1.187416716,-0.0019972,-1.180656593
419,40.09951681,33.62,41.2801734,289.9934214,266,291.1735065,49.419528,8.6767,110.5423619,107,107.4021229,0.429208,0.4394,0.43771064,3.140238984,-1.180085054,-0.008502639,-1.180656593
364,40.09951681,38.26,41.2801734,289.9934214,267,291.1735065,48.54139,2.661389,110.3700629,102,108.3323229,0.368333298,0.3457,0.416632422,2.037739969,-1.180085054,-0.048299125,-1.180656593
