,all,all2022,all_fixed2022,autumn,autumn2022,autumn_fixed2022,lat,lon,spring,spring2022,spring_fixed2022,summer,summer2022,summer_fixed2022,spring_res,autumn_res,summer_res,all_res
485,29.34497771,19.7,34.11351034,287.106716,248,290.1333656,41.9419,126.4077,110.4305473,126,108.6684724,0.304753442,0.2091,0.33774194,1.7620749,-3.0266496,-0.032988499,-4.76853263
384,27.53609805,21,32.2515863,291.062768,276,294.7411419,39.3522,112.4397,112.1947364,122,109.5591591,0.271032755,0.2521,0.316718611,2.6355773,-3.6783739,-0.045685856,-4.71548825
356,28.15638905,23.36,32.8718773,291.2610768,309,294.4238287,38.2911,109.7456,114.0200071,175,111.554285,0.263141898,0.2953,0.311181985,2.4657221,-3.1627519,-0.048040087,-4.71548825
395,27.33923443,34.93,32.05472267,300.3463864,282,302.3637221,39.6973,106.8174,110.8648298,137,107.9350466,0.261308422,0.3939,0.314650998,2.9297832,-2.0173357,-0.053342575,-4.71548824
241,27.90321011,25.81,32.61869835,290.4472964,296,294.2455537,35.0697,109.0697,109.0416237,106,107.3920306,0.268560226,0.2042,0.319126924,1.6495931,-3.7982573,-0.050566698,-4.71548824
362,28.39350655,27.07,33.10899479,293.3328238,285,296.7744051,38.5036,106.1358,110.3115521,132,107.6759748,0.266003801,0.2557,0.322530702,2.6355773,-3.4415813,-0.056526901,-4.71548824
528,26.99964542,7.78,31.71448992,274.5288132,268,276.5638022,44.5782,129.6115,124.0655246,128,121.6451697,0.251641245,0.1093,0.281970796,2.4203549,-2.034989,-0.030329551,-4.7148445
529,26.99964542,8.04,31.71448992,274.5288132,256,276.5418388,44.5963,129.5904,124.0655246,156,121.6451697,0.251641245,0.194,0.281970796,2.4203549,-2.0130256,-0.030329551,-4.7148445
440,26.42343683,11.39,31.13386666,292.9494432,288,295.9910935,40.9923,113.1306,111.066799,131,107.3882268,0.324360852,0.1515,0.340430927,3.6785722,-3.0416503,-0.016070075,-4.71042983
469,26.66516368,20.58,31.34323724,288.6471112,298,291.4228624,41.7166,86.1972,110.706785,107,105.5346195,0.237378372,0.1828,0.295060806,5.1721655,-2.7757512,-0.057682433,-4.67807356
563,56.03001291,26.63,60.61768297,265.9803591,274,268.57292,47.3382,130.1097,141.4653219,146,137.4684583,0.453535155,0.301,0.519689566,3.9968636,-2.5925609,-0.06615441,-4.58767006
507,28.24269546,45.02,32.82542885,279.395185,286,282.072039,43.8245,126.5052,116.6754483,104,112.4226218,0.303676311,0.3411,0.337663983,4.2528265,-2.676854,-0.033987672,-4.58273339
214,28.17184789,24.16,32.73579636,289.0991043,305,292.1301051,34.5538,105.8945,115.6889273,100,113.3618253,0.262438393,0.1643,0.306680367,2.327102,-3.0310008,-0.044241974,-4.56394847
271,28.15638905,27.21,32.67391703,292.0702455,316,295.4824868,36.0022,106.2792,114.5059306,129,111.0554979,0.269417207,0.2232,0.323940877,3.4504327,-3.4122413,-0.054523669,-4.51752798
509,28.24269546,27.8,32.73633179,279.395185,286,282.072039,43.8306,126.555,115.6754483,123,110.8662044,0.303676311,0.2229,0.337663983,4.8092439,-2.676854,-0.033987672,-4.49363633
512,28.24269546,26.79,32.73633179,279.395185,268,282.072039,43.8358,126.5844,115.6754483,133,110.8662044,0.303676311,0.2714,0.337663983,4.8092439,-2.676854,-0.033987672,-4.49363633
277,28.20701121,19.6,32.700293,296.0423278,295,298.7018911,36.0726,103.8412,112.5410782,127,111.0430329,0.25374438,0.1686,0.30491904,1.4980453,-2.6595633,-0.05117466,-4.49328179
565,27.63714945,28.41,31.88475614,272.7949643,277,275.3875252,47.3388,130.3114,136.5426279,141,134.1714488,0.390548589,0.3107,0.39750416,2.3711791,-2.5925609,-0.006955571,-4.24760669
455,28.87055125,23.96,33.05005663,293.3289728,268,295.7853557,41.1953,123.2,114.8312789,142,113.497476,0.320399091,0.2398,0.362945956,1.3338029,-2.4563829,-0.042546865,-4.17950538
456,29.50630287,21.6,33.68580825,293.3289728,279,295.7853557,41.2495,123.1683,114.8312789,124,113.497476,0.325114516,0.1985,0.367661381,1.3338029,-2.4563829,-0.042546865,-4.17950538
457,29.50630287,54.22,33.68580825,293.3289728,269,295.7853557,41.2639,123.2354,114.8312789,139,113.497476,0.325114516,0.5294,0.367661381,1.3338029,-2.4563829,-0.042546865,-4.17950538
460,29.50630287,35.87,33.68580825,293.3289728,265,295.7853557,41.2991,123.149,114.8312789,141,113.497476,0.325114516,0.4173,0.367661381,1.3338029,-2.4563829,-0.042546865,-4.17950538
452,28.3176888,19.75,32.49719417,293.0375485,271,295.4939314,41.1442,123.0485,113.4522058,135,112.1184029,0.320399091,0.1958,0.366440516,1.3338029,-2.4563829,-0.046041425,-4.17950537
479,29.64298758,31.18,33.81780844,291.3184307,268,293.8628803,41.8491,123.7977,110.7319487,122,109.3981458,0.292315212,0.2782,0.336502489,1.3338029,-2.5444496,-0.044187277,-4.17482086
492,28.56135203,23.34,32.73617289,291.3184307,270,293.8628803,42.2867,123.8486,110.7319487,125,109.3981458,0.358303021,0.2155,0.403140361,1.3338029,-2.5444496,-0.04483734,-4.17482086
503,27.86203633,28.07,32.02484597,288.1535805,259,290.6099634,43.1713,124.4002,112.7677998,159,111.2094206,0.312222881,0.3499,0.360554781,1.5583792,-2.4563829,-0.0483319,-4.16280964
497,29.39437132,42.32,33.4922814,285.1993076,270,288.7670074,42.8845,125.1358,114.7677998,130,112.4372269,0.35018115,0.3907,0.39501849,2.3305729,-3.5676998,-0.04483734,-4.09791008
216,27.90321011,28.02,31.99300114,289.0991043,290,292.0541247,34.5786,105.7205,113.6889273,102,112.3038673,0.262438393,0.2085,0.306680367,1.38506,-2.9550204,-0.044241974,-4.08979103
505,26.10988823,27.49,30.13744765,280.1491105,257,282.072039,43.7783,125.245,110.691073,151,108.9233674,0.290239922,0.3044,0.324227594,1.7677056,-1.9229285,-0.033987672,-4.02755942
515,29.62259098,39.93,33.64490472,279.395185,277,282.072039,43.8622,126.54,115.6505602,104,110.8413163,0.314386612,0.3272,0.356880794,4.8092439,-2.676854,-0.042494182,-4.02231374
373,28.46542723,29.53,32.40911707,292.0764359,290,294.6456457,38.9511,121.565,113.3573662,125,111.6160153,0.291317672,0.2458,0.316805026,1.7413509,-2.5692098,-0.025487354,-3.94368984
374,28.46542723,18.61,32.40911707,292.0764359,296,294.5696653,38.9741,121.612,113.3573662,148,111.6160153,0.291317672,0.176,0.316805026,1.7413509,-2.4932294,-0.025487354,-3.94368984
519,29.62259098,28.88,33.4909081,279.395185,263,282.072039,43.8972,126.6133,115.6505602,142,110.8413163,0.314386612,0.3306,0.348374284,4.8092439,-2.676854,-0.033987672,-3.86831712
534,30.97121326,34.82,34.76281879,269.9062251,268,272.6192637,45.3039,130.9429,124.3883203,130,121.1993825,0.321843744,0.3611,0.353813707,3.1889378,-2.7130386,-0.031969963,-3.79160553
439,27.53926134,27.59,31.31306842,295.3769892,287,298.0381441,40.9763,117.9392,112.9711436,130,111.0132009,0.313495074,0.2382,0.348374767,1.9579427,-2.6611549,-0.034879692,-3.77380708
451,28.02650862,35.32,31.78712811,293.3620455,280,296.0637515,41.1386,121.1303,110.794116,139,109.3224404,0.301387397,0.3487,0.344856293,1.4716756,-2.701706,-0.043468896,-3.76061949
487,29.33422995,17.94,33.09484944,293.5623231,278,296.1007335,42.0279,121.6697,110.9775058,130,109.6437028,0.280352661,0.1875,0.321967409,1.333803,-2.5384104,-0.041614748,-3.76061949
465,28.02228982,22.09,31.7829093,293.8192592,267,296.6605798,41.5646,120.4521,110.667154,125,109.0530898,0.269653688,0.2207,0.302405062,1.6140642,-2.8413206,-0.032751373,-3.76061948
532,29.6052247,22.08,33.3582193,271.3656145,274,275.282981,45.1722,124.7965,118.9422151,138,118.5184545,0.298793799,0.2649,0.349541462,0.4237606,-3.9173665,-0.050747663,-3.7529946
486,29.33422995,27.6,33.02994988,293.5623231,278,295.9427256,42.0224,121.6717,110.9775058,147,109.6437028,0.280352661,0.288,0.321967409,1.333803,-2.3804025,-0.041614748,-3.69571993
480,29.68068447,33.23,33.28882424,288.4064974,286,291.5290882,41.8611,124.0436,110.7319487,133,109.3981458,0.30149538,0.3047,0.340497044,1.3338029,-3.1225908,-0.039001665,-3.60813977
549,29.97217783,27.02,33.58018901,267.3088605,272,271.1249005,46.533,125.129,129.4258645,142,124.072941,0.34125157,0.2889,0.388921425,5.3529235,-3.81604,-0.047669856,-3.60801118
552,29.97217783,31.23,33.58018901,267.3088605,256,270.9424311,46.6215,124.9042,124.4258645,144,121.2032723,0.34125157,0.3386,0.38902066,3.2225922,-3.6335706,-0.04776909,-3.60801118
548,29.97217783,25.69,33.58018901,267.3088605,272,270.9424311,46.408,124.902,124.4258645,143,121.8619387,0.34125157,0.2948,0.388921425,2.5639258,-3.6335706,-0.047669856,-3.60801118
387,26.39127013,22.04,29.95975204,290.6587144,313,293.2384909,39.4694,75.9755,100.2832774,102,98.82784761,0.251315407,0.1666,0.300647361,1.45542975,-2.5797765,-0.049331954,-3.56848191
386,26.39127013,29.97,29.95975204,291.6587144,310,294.603285,39.4467,76.0072,100.2832774,116,97.91100079,0.251315407,0.2415,0.302490067,2.37227657,-2.9445706,-0.05117466,-3.56848191
481,29.64298758,21.53,33.1977349,290.5679929,288,293.8628803,41.8642,123.9247,110.7319487,114,109.3981458,0.292315212,0.1891,0.333007929,1.3338029,-3.2948874,-0.040692717,-3.55474732
567,26.59773235,35.14,30.12603368,272.4407145,267,275.8784288,47.3636,123.9305,126.2862839,138,122.1782679,0.383748869,0.3918,0.427931769,4.108016,-3.4377143,-0.0441829,-3.52830133
560,24.50570609,25.28,28.03400741,272.2817644,266,276.0978044,47.2988,123.945,126.2862839,133,123.2807669,0.343496675,0.273,0.387342831,3.005517,-3.81604,-0.043846157,-3.52830132
414,30.803168,38,34.28100454,291.7488405,287,295.6718726,40.1503,124.4256,114.1617425,127,112.1314752,0.298321826,0.3355,0.349783109,2.0302673,-3.9230321,-0.051461282,-3.47783654
518,26.26929098,12.24,29.67153119,280.1491105,268,282.072039,43.8805,125.3297,114.6661849,140,109.6088532,0.267669048,0.1476,0.30165672,5.0573317,-1.9229285,-0.033987672,-3.40224021
517,26.26929098,15.58,29.67153119,280.1491105,262,282.072039,43.8772,125.3716,110.6661849,139,108.8984793,0.267669048,0.1791,0.310163231,1.7677056,-1.9229285,-0.042494182,-3.40224021
511,26.10988823,31.89,29.49685174,280.1491105,276,282.072039,43.8325,125.1761,110.691073,136,108.7435399,0.290239922,0.3122,0.324227594,1.9475331,-1.9229285,-0.033987672,-3.38696351
551,28.05007841,32.8,31.32172392,268.6976085,269,272.3311791,46.6191,131.1652,127.2092157,149,125.7602385,0.405386055,0.364,0.438919676,1.4489772,-3.6335706,-0.033533621,-3.27164551
555,28.05007841,33.24,31.32172392,268.6976085,262,272.3311791,46.6554,131.1524,127.2092157,133,126.2976534,0.405386055,0.3667,0.438919676,0.9115623,-3.6335706,-0.033533621,-3.27164551
535,29.64630389,23.51,32.87169967,269.5376726,270,273.3537126,45.5419,126.979,119.7061456,133,116.511275,0.288070509,0.2256,0.325027131,3.1948706,-3.81604,-0.036956622,-3.22539578
436,27.53926134,26.54,30.69299489,295.3769892,268,298.1141246,40.9081,117.9531,112.9711436,138,110.1210204,0.313495074,0.2825,0.348374767,2.8501232,-2.7371354,-0.034879692,-3.15373355
491,26.49865484,11.27,29.63920079,292.8725765,280,295.5721337,42.2816,118.9233,114.2258088,142,109.9643305,0.302775661,0.159,0.351107562,4.2614783,-2.6995572,-0.0483319,-3.14054595
489,26.49865484,22.76,29.63920079,292.8725765,273,295.5721337,42.2554,118.8788,111.2258088,134,107.9099114,0.302775661,0.2483,0.351107562,3.3158974,-2.6995572,-0.0483319,-3.14054595
490,26.49865484,27.07,29.63920079,292.8725765,279,295.4961533,42.2728,118.9576,111.2258088,138,108.6073271,0.302775661,0.2554,0.351107562,2.6184817,-2.6235768,-0.0483319,-3.14054595
466,28.02228982,24.07,31.16283577,290.8192592,275,294.3267877,41.5648,120.4176,110.667154,134,109.0530898,0.269653688,0.2473,0.298910501,1.6140642,-3.5075285,-0.029256813,-3.14054595
467,28.02228982,19.71,31.16283577,291.8192592,281,295.2812221,41.5881,120.4318,110.667154,135,109.0530898,0.269653688,0.191,0.298910501,1.6140642,-3.4619629,-0.029256813,-3.14054595
444,28.02650862,35.74,31.16705457,293.3620455,284,295.9057436,41.0879,121.1115,110.4419093,134,108.8901651,0.301387397,0.3292,0.344856293,1.5517442,-2.5436981,-0.043468896,-3.14054595
454,25.66411475,30.76,28.69430497,291.0612702,305,293.909513,41.1551,80.2613,96.70517001,110,95.97823553,0.256061295,0.2222,0.324461252,0.72693448,-2.8482428,-0.068399956,-3.03019022
506,57.49017581,43.67,60.46033287,275.2792356,263,278.0992748,43.79,125.4605,109.6955176,126,108.3514823,0.464942348,0.4824,0.549314722,1.3440353,-2.8200392,-0.084372374,-2.97015706
441,59.08023069,33.08,62.03480249,290.1826736,260,293.5210404,41.0026,117.9268,115.8036821,144,111.9392717,0.474798574,0.4956,0.584951135,3.8644104,-3.3383668,-0.110152561,-2.9545718
482,29.64298758,16.57,32.55713899,289.5679929,251,291.5290882,41.8822,123.9161,110.7319487,138,109.3180773,0.292315212,0.197,0.333007929,1.4138714,-1.9610953,-0.040692717,-2.91415141
461,60.83298488,36.74,63.60160683,287.4863264,268,290.3110454,41.3064,123.8275,114.3500897,127,110.2166241,0.461218259,0.3515,0.533882367,4.1334656,-2.824719,-0.072664108,-2.76862195
514,26.26929098,22.81,29.03093528,280.1491105,262,282.072039,43.8463,125.2841,110.6661849,109,107.0158666,0.267669048,0.2143,0.30165672,3.6503183,-1.9229285,-0.033987672,-2.7616443
513,26.26929098,30.32,29.03093528,280.1491105,262,282.072039,43.8447,125.3863,110.6661849,133,107.6651685,0.267669048,0.2909,0.30165672,3.0010164,-1.9229285,-0.033987672,-2.7616443
520,26.26929098,20.68,29.03093528,280.1491105,272,282.072039,43.9027,125.2863,110.6661849,119,108.4702074,0.267669048,0.2012,0.310163231,2.1959775,-1.9229285,-0.042494182,-2.7616443
521,26.26929098,21.16,29.03093528,280.1491105,272,282.072039,43.9166,125.3325,110.6661849,137,108.4702074,0.267669048,0.2366,0.30165672,2.1959775,-1.9229285,-0.033987672,-2.7616443
477,62.69177577,60.64,65.44861154,283.6471127,265,287.2371278,41.8411,123.5903,111.088408,118,109.5361931,0.493703668,0.5947,0.599994879,1.5522149,-3.5900151,-0.106291211,-2.75683577
553,27.40326638,12.64,30.13009653,268.6976085,283,272.5136486,46.6365,126.9785,125.9319827,123,119.6285251,0.363132664,0.1357,0.401300591,6.3034576,-3.8160401,-0.038167927,-2.72683015
554,27.40326638,35.36,30.13009653,268.6976085,272,272.5136486,46.6528,126.964,125.9319827,127,120.2871915,0.363132664,0.4105,0.401300591,5.6447912,-3.8160401,-0.038167927,-2.72683015
550,56.21236814,34.29,58.92561218,264.2200149,262,267.8535854,46.5656,131.12,127.1319097,159,126.9320892,0.494304702,0.4305,0.576580779,0.1998205,-3.6335705,-0.082276077,-2.71324404
557,28.13100265,28.4,30.77386887,268.6216281,259,272.3311791,46.8028,130.2751,128.2575691,157,126.0663103,0.381877693,0.3701,0.415411314,2.1912588,-3.709551,-0.033533621,-2.64286622
558,28.13100265,18.33,30.77386887,268.6976085,276,272.3311791,46.8032,130.3648,128.2575691,130,126.0663103,0.381877693,0.1861,0.415411314,2.1912588,-3.6335706,-0.033533621,-2.64286622
559,28.13100265,13.78,30.77386887,268.6976085,254,272.3311791,46.8307,130.3995,128.2575691,166,127.4132326,0.381877693,0.2547,0.420382364,0.8443365,-3.6335706,-0.038504671,-2.64286622
556,29.36271023,33.67,32.00337438,268.6976085,266,272.3311791,46.7975,130.3258,127.6580031,142,125.4566631,0.385365025,0.3457,0.423869696,2.20134,-3.6335706,-0.038504671,-2.64066415
411,29.89786464,14.35,32.42840532,291.7488405,273,295.6718726,40.1092,124.3633,114.7217628,143,112.2098394,0.287131174,0.1564,0.335186503,2.5119234,-3.9230321,-0.048055329,-2.53054068
407,29.89786464,30.43,32.42840532,291.7488405,286,295.6718726,40.0625,124.3303,112.7217628,141,110.6914955,0.287131174,0.2695,0.335186503,2.0302673,-3.9230321,-0.048055329,-2.53054068
562,24.10140354,15.3,26.59948129,273.2817644,290,276.7194787,47.3227,123.9483,126.2862839,122,122.1782679,0.318295156,0.1925,0.360802613,4.108016,-3.4377143,-0.042507457,-2.49807775
564,24.10140354,7.55,26.59948129,273.2817644,268,276.7194787,47.3386,123.9488,126.2862839,90,123.2807669,0.318295156,0.0903,0.360802613,3.005517,-3.4377143,-0.042507457,-2.49807775
569,50.65587331,34.14,53.03497168,262.3711818,268,265.4343067,47.7412,128.9102,136.4653219,134,132.7826855,0.45263643,0.3701,0.528848505,3.6826364,-3.0631249,-0.076212074,-2.37909837
568,56.47841903,61.36,58.74162656,261.7355883,252,264.6310964,47.4311,128.5159,135.2260358,137,132.0688613,0.5095899,0.6663,0.617695319,3.1571745,-2.8955081,-0.108105419,-2.26320753
571,21.66589655,14.68,23.88194619,262.4876332,259,265.3750538,50.2341,127.5144,136.5157734,139,135.7545805,0.335078826,0.1885,0.346326962,0.7611929,-2.8874206,-0.011248136,-2.21604964
566,27.63714945,32.91,29.76815694,272.7949643,267,276.6869848,47.3416,130.2537,136.5426279,140,133.0547563,0.390548589,0.3822,0.39750416,3.4878716,-3.8920205,-0.006955571,-2.13100749
561,27.63714945,29.74,29.76815694,272.7949643,270,276.6869848,47.3086,130.2684,136.5426279,152,133.4544025,0.390548589,0.3269,0.39750416,3.0882254,-3.8920205,-0.006955571,-2.13100749
574,24.70059427,19.98,26.78210767,260.2472302,270,264.1381384,50.4097,124.1069,139.6376716,147,135.6990381,0.374541463,0.2808,0.392776329,3.9386335,-3.8909082,-0.018234866,-2.0815134
470,26.68070043,13.51,28.65121277,287.106716,260,290.1333656,41.7325,125.9446,110.4305473,137,109.0967444,0.306413986,0.1612,0.33053911,1.3338029,-3.0266496,-0.024125124,-1.97051234
196,62.84112,93.34,64.80021681,288.7170407,279,292.0997891,34.3017,107.0708,118.0136946,97,116.3361239,0.447982027,0.6697,0.593179122,1.6775707,-3.3827484,-0.145197095,-1.95909681
573,21.66589655,7.28,23.40832608,262.4876332,271,265.3750538,50.2524,127.4833,141.5157734,140,136.8570795,0.335078826,0.1149,0.346326962,4.6586939,-2.8874206,-0.011248136,-1.74242953
3,48.9444901,47,50.54020972,266.0142813,259,269.0089306,30.1808,120.0883,121.3788783,105,117.899495,0.48721334,0.5646,0.531643873,3.4793833,-2.9946493,-0.044430532,-1.59571962
106,48.86308704,52.87,50.23570022,276.1082322,290,279.7830285,31.8896,102.2502,116.7490003,147,113.5556596,0.256139193,0.5447,0.502952353,3.1933407,-3.6747963,-0.246813161,-1.37261318
129,48.86308704,33.88,50.23570022,282.1211875,284,285.3218082,32.4287,105.8628,108.7938586,86,102.9524015,0.45050918,0.2658,0.474565348,5.8414571,-3.2006207,-0.024056167,-1.37261318
156,48.86308704,26.32,50.23570022,285.9170781,324,288.0668528,33.0323,107.007,112.3564757,100,108.0648945,0.445646001,0.2179,0.481936198,4.2915812,-2.1497747,-0.036290197,-1.37261318
158,48.86308704,25.19,49.8980133,285.9170781,307,289.2801058,33.1138,107.0089,112.3564757,92,108.0648945,0.445646001,0.3015,0.487150006,4.2915812,-3.3630277,-0.041504005,-1.03492626
46,48.49555969,32.45,49.50431701,281.6200889,271,283.5157437,30.8792,117.7439,120.9604569,100,117.2774588,0.483146997,0.2914,0.523059148,3.6829981,-1.8956548,-0.039912151,-1.00875732
198,28.11582289,50.34,29.12437951,291.0991043,283,293.2621238,34.3213,109.051,115.6889273,103,114.2941133,0.268468194,0.395,0.317953437,1.394814,-2.1630195,-0.049485243,-1.00855662
572,37.77999151,14.02,38.66945679,258.9279908,273,261.8154114,50.2472,127.5291,145.6924384,144,143.2803847,0.4573282,0.184,0.490257957,2.4120537,-2.8874206,-0.032929757,-0.88946528
243,27.17250588,28.48,28.02804848,279.9948428,280,283.4865962,35.0992,117.4518,137.698241,158,136.993241,0.308463059,0.2702,0.336348259,0.705,-3.4917534,-0.0278852,-0.8555426
145,26.92640925,35.89,27.78195185,270.6045787,290,274.0066852,32.8977,117.3145,122.2564074,128,120.0331782,0.311780086,0.3499,0.339701688,2.2232292,-3.4021065,-0.027921602,-0.8555426
146,26.92640925,37.78,27.78195185,270.6045787,279,274.0066852,32.939,117.396,122.2564074,111,120.0331782,0.311780086,0.2785,0.339701688,2.2232292,-3.4021065,-0.027921602,-0.8555426
126,26.92640925,38.4,27.78195185,270.5501652,278,273.8057955,32.3153,118.3093,122.2564074,98,119.2826276,0.321268761,0.3061,0.345205908,2.9737798,-3.2556303,-0.023937147,-0.8555426
123,26.37614883,26.86,27.23169143,271.0322269,256,274.2878572,32.1875,119.6707,123.0178656,109,120.7699053,0.318609307,0.2997,0.344686367,2.2479603,-3.2556303,-0.02607706,-0.8555426
124,26.92640925,35.89,27.78195185,271.0322269,281,274.2878572,32.1968,119.4974,130.0178656,127,129.0242283,0.318609307,0.3141,0.345205908,0.9936373,-3.2556303,-0.026596602,-0.8555426
236,27.17250588,24.64,28.02804848,280.5323778,278,283.7880081,34.9976,118.2794,117.698241,110,114.3518366,0.308463059,0.2067,0.331880665,3.3464044,-3.2556303,-0.023417606,-0.8555426
239,27.17250588,28.98,28.02804848,280.5323778,279,283.7880081,35.0532,118.3429,117.698241,113,114.3518366,0.308463059,0.2591,0.331880665,3.3464044,-3.2556303,-0.023417606,-0.8555426
182,26.92640925,33.12,27.78195185,276.9610405,287,280.2166709,33.9592,118.2442,115.3737601,102,112.3626312,0.310749619,0.2728,0.334167225,3.0111289,-3.2556304,-0.023417606,-0.8555426
181,26.92640925,33.28,27.78195185,276.9610405,285,280.2166709,33.9528,118.293,115.3737601,110,112.6319306,0.310749619,0.2475,0.334686766,2.7418295,-3.2556304,-0.023937147,-0.8555426
242,27.17250588,29.91,28.02804848,280.5323778,283,283.7880081,35.0888,118.3956,117.698241,113,115.0364056,0.308463059,0.2858,0.331880665,2.6618354,-3.2556303,-0.023417606,-0.8555426
131,26.37614883,22.23,27.23169143,271.4798969,262,274.2878572,32.4639,119.888,130.0178656,136,129.0242283,0.318609307,0.3758,0.345205908,0.9936373,-2.8079603,-0.026596602,-0.8555426
82,26.37614883,33.09,27.23169143,271.6497601,291,274.3579727,31.4867,120.269,121.0929443,99,118.8457906,0.318503026,0.3165,0.345099628,2.2471537,-2.7082126,-0.026596602,-0.8555426
116,26.92640925,36.38,27.78195185,271.1325588,263,273.8057955,32.1028,118.9125,139.2445736,139,138.5395736,0.318609307,0.345,0.345205908,0.705,-2.6732367,-0.026596602,-0.8555426
217,26.71379646,24.98,27.56933906,288.4087105,294,291.0686371,34.5885,119.176,118.1207671,111,116.7189193,0.305803605,0.1958,0.332400206,1.4018478,-2.6599266,-0.026596602,-0.8555426
89,26.37614883,12.82,27.23169143,272.0673666,289,274.7170668,31.6817,120.299,121.0929443,108,119.11509,0.318503026,0.3869,0.344580087,1.9778543,-2.6497002,-0.02607706,-0.8555426
370,26.46542723,38.46,27.32096983,280.0764359,276,282.7261361,38.8845,121.5637,113.3573662,103,111.4781426,0.291317672,0.3126,0.319377555,1.8792236,-2.6497002,-0.028059883,-0.8555426
69,26.37614883,24.68,27.23169143,272.0673666,288,274.7170668,31.2703,120.613,118.0929443,96,116.7496126,0.318503026,0.224,0.345099628,1.3433317,-2.6497002,-0.026596602,-0.8555426
284,27.22770396,30.34,28.08324656,278.2961543,298,280.9226313,36.1758,117.1089,120.8141968,101,117.768216,0.290800482,0.2313,0.320943571,3.0459808,-2.626477,-0.030143089,-0.8555426
170,26.92640925,16.57,27.78195185,288.8186892,313,291.1567583,33.6067,118.989,128.8342622,104,127.4982112,0.308090165,0.4035,0.334686766,1.336051,-2.3380691,-0.026596602,-0.8555426
121,26.92640925,39.02,27.78195185,272.0322269,279,274.2410975,32.1328,119.4303,140.0178656,154,139.3128656,0.318609307,0.3925,0.344686367,0.705,-2.2088706,-0.02607706,-0.8555426
397,26.90785003,30.22,27.76339263,283.9241084,260,286.1329789,39.8207,119.5134,115.7319445,133,114.2960937,0.295269708,0.3287,0.322810049,1.4358508,-2.2088705,-0.027540342,-0.8555426
240,27.17250588,37.63,28.02804848,281.5323778,303,283.7412483,35.0583,118.295,127.698241,121,123.6218446,0.308463059,0.2768,0.334132723,4.0763964,-2.2088705,-0.025669664,-0.8555426
195,26.92640925,30.53,27.78195185,278.9769973,283,281.1411586,34.2911,117.244,117.3593088,131,113.430606,0.30155015,0.2888,0.327219813,3.9287028,-2.1641613,-0.025669664,-0.8555426
193,26.88189965,20.54,27.73744225,278.9769973,265,281.1411586,34.2761,117.179,117.3593088,109,114.3481799,0.291088134,0.1757,0.316757798,3.0111289,-2.1641613,-0.025669664,-0.8555426
310,27.27221356,31.76,28.12775616,278.9398704,278,281.0442522,36.7023,119.1437,121.5756551,110,119.789662,0.306685218,0.2427,0.330372824,1.7859931,-2.1043818,-0.023687606,-0.8555426
127,26.92640925,32.7,27.78195185,270.0322269,251,273.8820034,32.3761,119.389,123.0178656,131,120.8677508,0.318609307,0.3401,0.344686367,2.1501148,-3.8497765,-0.02607706,-0.8555426
90,26.92640925,25.97,27.78195185,269.9326999,270,273.7824764,31.6837,118.5092,121.4064625,78,118.4326828,0.325938427,0.2111,0.352015487,2.9737797,-3.8497765,-0.02607706,-0.8555426
363,26.46542723,5.41,27.32096983,280.9268509,270,283.8056996,38.8394,117.457,115.3605327,117,110.4505517,0.302251142,0.321,0.32713203,4.909981,-2.8788487,-0.024880887,-0.8555426
328,27.27221356,12.7,28.12775616,292.5698339,292,294.8867723,37.5433,121.3719,127.2534155,162,126.1607498,0.278405698,0.1272,0.305979861,1.0926657,-2.3169384,-0.027574163,-0.8555426
321,27.73594123,37.32,28.59148383,292.5698339,298,294.8867723,37.4236,122.1214,139.0243956,141,138.3193956,0.300440507,0.3693,0.348177826,0.705,-2.3169384,-0.04773732,-0.8555426
329,27.27221356,32.06,28.12775616,290.5698339,310,292.7992461,37.5639,121.2514,122.2534155,118,119.1557659,0.290129795,0.2471,0.318189678,3.0976496,-2.2294122,-0.028059883,-0.8555426
391,26.46542723,25.68,27.32096983,280.4786793,277,282.4045685,39.6334,118.1725,116.9704863,109,112.0605053,0.303439019,0.1935,0.328319906,4.909981,-1.9258892,-0.024880887,-0.8555426
390,26.46542723,25.83,27.32096983,278.4786793,272,281.9987146,39.622,118.1869,116.9704863,119,112.0605053,0.303439019,0.2188,0.328319906,4.909981,-3.5200353,-0.024880887,-0.8555426
423,26.99429636,7.99,27.84983896,280.856503,280,284.3486297,40.7094,122.2703,119.7389573,145,115.6957131,0.315459208,0.406,0.352998355,4.0432442,-3.4921267,-0.037539147,-0.8555426
380,26.89327161,36.75,27.74881421,281.6614564,283,284.9569861,39.2133,117.1837,116.9704863,122,112.0605053,0.294756904,0.275,0.322642104,4.909981,-3.2955297,-0.0278852,-0.8555426
379,26.89327161,38.32,27.74881421,281.6614564,276,284.9569861,39.1661,117.1444,116.9704863,111,112.2767678,0.294756904,0.2977,0.322642104,4.6937185,-3.2955297,-0.0278852,-0.8555426
291,27.27221356,27.05,28.12775616,278.8919928,253,281.8640253,36.229,117.6795,137.8141968,148,137.1091968,0.306955218,0.2481,0.334840418,0.705,-2.9720325,-0.0278852,-0.8555426
295,27.27221356,12.07,28.12775616,278.8919928,267,281.8640253,36.4847,117.8525,137.8141968,148,137.1091968,0.309344672,0.3842,0.337229872,0.705,-2.9720325,-0.0278852,-0.8555426
